id,smiles,reachability_score,best_reaction,reachable_via,bb1_smiles,bb2_smiles,amide_coupling_match,suzuki_match,buchwald_match,urea_match,thiourea_match,n_alkyl_match,o_alkyl_match
Z795991852_analog_0034,Cn1c(=O)c2ccccc2n2c(-c3cccc(C(=O)NCC4Cc5ccccc5O4)c3)nnc12,0.85,suzuki_miyaura,"amide_coupling,suzuki_miyaura,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,O=C(NCC1Cc2ccccc2O1)c1cccc(B(O)O)c1,1,1,0,0,0,0,1
FM001580_analog_0044,NC(=O)c1ccc(OC(F)(F)F)c(C(=O)O)c1,1.0,o_alkylation,"amide_coupling,o_alkylation",FC(F)(F)Br,[H]Oc1ccc(C(N)=O)cc1C(=O)O,1,0,0,0,0,0,1
FM001580_analog_0015,NC(=O)c1cccc(OC(F)(F)F)c1C(=O)O,1.0,o_alkylation,"amide_coupling,o_alkylation",FC(F)(F)Br,[H]Oc1cccc(C(N)=O)c1C(=O)O,1,0,0,0,0,0,1
FM001580_analog_0051,O=C(O)c1cc(CO)ccc1OC(F)(F)F,1.0,o_alkylation,o_alkylation,FC(F)(F)Br,[H]Oc1ccc(CO)cc1C(=O)O,0,0,0,0,0,0,1
Z795991852_analog_0045,Cn1c(=O)c2ccccc2n2c(C(=O)OC3Cc4ccccc4O3)nnc12,0.5,o_alkylation,o_alkylation,cccccCC(Br)OC(=O)c1=n-n=c2-n(C)-c(=O)-c3=c-c=c-c=c-3-n-1-2,[H]Oc1ccccc1C,0,0,0,0,0,0,1
Z795991852_analog_0074,Cn1c(=O)c2ccccc2n2c(-c3cccc(NCC4Cc5ccccc5O4)c3)nnc12,1.0,suzuki_miyaura,"suzuki_miyaura,buchwald_hartwig,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,OB(O)c1cccc(NCC2Cc3ccccc3O2)c1,0,1,1,0,0,1,1
FM001452_analog_0044,Nc1cc(OCc2ccccc2)cc(S(N)(=O)=O)c1,1.0,o_alkylation,"buchwald_hartwig,o_alkylation",BrCc1ccccc1,[H]Oc1cc(N)cc(S(N)(=O)=O)c1,0,0,1,0,0,0,1
gen_0003,COc1cc2nc(-c3cccc(N)c3)nc(N3C(=O)c4ccccc4C3=O)c2cc1N,0.745,amide_coupling,"amide_coupling,suzuki_miyaura,buchwald_hartwig,o_alkylation",O=Cc1ccccc1C(=O)O,[H]N(C(=O)c1ccccc1)c1nc(-c2cccc(N)c2)nc2cc(OC)c(N)cc12,1,1,1,0,0,0,1
Z795991852_analog_0025,Cn1c(=O)c2ccccc2n2c(C(=O)NC3Cc4ccccc4O3)nnc12,1.0,amide_coupling,"amide_coupling,o_alkylation",Cn1c(=O)c2ccccc2n2c(C(=O)O)nnc12,[H]NC1Cc2ccccc2O1,1,0,0,0,0,0,1
Z795991852_analog_0092,Cn1c(=O)c2ccccc2n2c(COCC3Cc4ccccc4O3)nnc12,1.0,o_alkylation,o_alkylation,Cn1c(=O)c2ccccc2n2c(CBr)nnc12,[H]OCC1Cc2ccccc2O1,0,0,0,0,0,0,1
Z795991852_analog_0019,Cn1c(=O)c2ccccc2n2c(COC(=O)C3Cc4ccccc4O3)nnc12,0.5,o_alkylation,o_alkylation,cccccCC(Br)C(=O)OCc1=n-n=c2-n(C)-c(=O)-c3=c-c=c-c=c-3-n-1-2,[H]Oc1ccccc1C,0,0,0,0,0,0,1
Z795991852_analog_0077,Cn1c(=O)c2ccccc2n2c(-c3cccc(CNCC4Cc5ccccc5O4)c3)nnc12,0.85,suzuki_miyaura,"suzuki_miyaura,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,OB(O)c1cccc(CNCC2Cc3ccccc3O2)c1,0,1,0,0,0,1,1
Z795991852_analog_0049,Cn1c(=O)c2ccccc2n2c(C(=O)OCC3Cc4ccccc4O3)nnc12,0.5,o_alkylation,o_alkylation,cccccCC(Br)COC(=O)c1=n-n=c2-n(C)-c(=O)-c3=c-c=c-c=c-3-n-1-2,[H]Oc1ccccc1C,0,0,0,0,0,0,1
gen_0043,COc1cc2nc(-c3cccc(N)c3)nc(Oc3ncccn3)c2cc1N,0.745,suzuki_miyaura,"suzuki_miyaura,buchwald_hartwig,o_alkylation",COc1cc2nc(Br)nc(Oc3ncccn3)c2cc1N,Nc1cccc(B(O)O)c1,0,1,1,0,0,0,1
gen_0065,COc1cc2nc(-c3cccc(N)c3)nc(Cc3nn[nH]n3)c2cc1N,0.85,suzuki_miyaura,"suzuki_miyaura,buchwald_hartwig,o_alkylation",COc1cc2nc(Br)nc(Cc3nn[nH]n3)c2cc1N,Nc1cccc(B(O)O)c1,0,1,1,0,0,0,1
FM002150_analog_0024,O=C(O)COCc1ccccc1-c1ccncc1,1.0,suzuki_miyaura,"suzuki_miyaura,o_alkylation",O=C(O)COCc1ccccc1Br,OB(O)c1ccncc1,0,1,0,0,0,0,1
FM001580_analog_0002,NC(=O)c1ccccc1OC(F)(F)F,1.0,o_alkylation,"amide_coupling,o_alkylation",FC(F)(F)Br,[H]Oc1ccccc1C(N)=O,1,0,0,0,0,0,1
FM001580_analog_0029,O=C(O)c1c(OC(F)(F)F)cccc1-c1ccccn1,1.0,suzuki_miyaura,"suzuki_miyaura,o_alkylation",O=C(O)c1c(Br)cccc1OC(F)(F)F,OB(O)c1ccccn1,0,1,0,0,0,0,1
Z795991852_analog_0042,Cn1c(=O)c2ccccc2n2c(Oc3cccc(C(=O)OC4Cc5ccccc5O4)c3)nnc12,0.5,o_alkylation,o_alkylation,cccccCC(Br)OC(=O)c1=c-c=c-c(Oc2=n-n=c3-n(C)-c(=O)-c4=c-c=c-c=c-4-n-2-3)=c-1,[H]Oc1ccccc1C,0,0,0,0,0,0,1
gen_0036,COc1cc2nc(-c3cccc(N)c3)nc(Nc3ccc4c(c3)CCC(=O)N4)c2cc1N,0.85,buchwald_hartwig,"amide_coupling,suzuki_miyaura,buchwald_hartwig,o_alkylation",O=C1CCc2cc(Br)ccc2N1,[H]Nc1nc(-c2cccc(N)c2)nc2cc(OC)c(N)cc12,1,1,1,0,0,0,1
Z795991852_analog_0084,Cn1c(=O)c2ccccc2n2c(-c3cccc(COC4Cc5ccccc5O4)c3)nnc12,1.0,suzuki_miyaura,"suzuki_miyaura,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,OB(O)c1cccc(COC2Cc3ccccc3O2)c1,0,1,0,0,0,0,1
FM001580_analog_0048,CNC(=O)c1ccc(OC(F)(F)F)c(C(=O)O)c1,1.0,o_alkylation,"amide_coupling,o_alkylation",FC(F)(F)Br,[H]Oc1ccc(C(=O)NC)cc1C(=O)O,1,0,0,0,0,0,1
gen_0047,COc1cc2nc(-c3cccc(N)c3)nc(-c3ncco3)c2cc1N,0.85,suzuki_miyaura,"suzuki_miyaura,buchwald_hartwig,o_alkylation",COc1cc2nc(Br)nc(-c3ncco3)c2cc1N,Nc1cccc(B(O)O)c1,0,1,1,0,0,0,1
FM002150_analog_0040,NC(=O)c1cccc(COCC(=O)O)c1,1.0,o_alkylation,"amide_coupling,o_alkylation",O=C(O)CBr,[H]OCc1cccc(C(N)=O)c1,1,0,0,0,0,0,1
FM001452_analog_0201,NC(=O)Nc1cccc(OCc2ccccc2)c1,1.0,o_alkylation,"amide_coupling,o_alkylation",BrCc1ccccc1,[H]Oc1cccc(NC(N)=O)c1,1,0,0,0,0,0,1
gen_0011,COc1cc2nc(-c3cccc(N)c3)nc(C(=O)c3ccc4c(c3)NC(=O)C(C)O4)c2cc1N,0.5,suzuki_miyaura,"amide_coupling,suzuki_miyaura,buchwald_hartwig,o_alkylation",COc1cc2nc(Br)nc(C(=O)c3ccc4c(c3)NC(=O)C(C)O4)c2cc1N,Nc1cccc(B(O)O)c1,1,1,1,0,0,0,1
Z795991852_analog_0047,Cn1c(=O)c2ccccc2n2c(C(=O)Oc3cccc(OC4Cc5ccccc5O4)c3)nnc12,0.745,o_alkylation,o_alkylation,BrC1Cc2ccccc2O1,[H]Oc1cccc(OC(=O)c2nnc3n(C)c(=O)c4ccccc4n23)c1,0,0,0,0,0,0,1
Z795991852_analog_0012,Cn1c(=O)c2ccccc2n2c(-c3cccc(CNC(=O)C4Cc5ccccc5O4)c3)nnc12,0.85,suzuki_miyaura,"amide_coupling,suzuki_miyaura,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,O=C(NCc1cccc(B(O)O)c1)C1Cc2ccccc2O1,1,1,0,0,0,0,1
Z795991852_analog_0022,Cn1c(=O)c2ccccc2n2c(NC(=O)c3cccc(C4Cc5ccccc5O4)c3)nnc12,1.0,amide_coupling,"amide_coupling,o_alkylation",O=C(O)c1cccc(C2Cc3ccccc3O2)c1,[H]Nc1nnc2n(C)c(=O)c3ccccc3n12,1,0,0,0,0,0,1
Z795991852_analog_0036,Cn1c(=O)c2ccccc2n2c(-c3cccc(C(=O)OC4Cc5ccccc5O4)c3)nnc12,0.85,suzuki_miyaura,"suzuki_miyaura,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,O=C(OC1Cc2ccccc2O1)c1cccc(B(O)O)c1,0,1,0,0,0,0,1
Z795991852_analog_0089,Cn1c(=O)c2ccccc2n2c(-c3cccc(OCC4Cc5ccccc5O4)c3)nnc12,1.0,suzuki_miyaura,"suzuki_miyaura,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,OB(O)c1cccc(OCC2Cc3ccccc3O2)c1,0,1,0,0,0,0,1
FM001580_analog_0022,O=C(O)c1c(CO)cccc1OC(F)(F)F,1.0,o_alkylation,o_alkylation,FC(F)(F)Br,[H]Oc1cccc(CO)c1C(=O)O,0,0,0,0,0,0,1
FM002150_analog_0069,NC(=O)c1ccc(COCC(=O)O)cc1,1.0,o_alkylation,"amide_coupling,o_alkylation",O=C(O)CBr,[H]OCc1ccc(C(N)=O)cc1,1,0,0,0,0,0,1
FM001580_analog_0038,O=C(O)c1ccc(OC(F)(F)F)c(C(=O)O)c1,1.0,o_alkylation,o_alkylation,FC(F)(F)Br,[H]Oc1ccc(C(=O)O)cc1C(=O)O,0,0,0,0,0,0,1
Z795991852_analog_0056,Cn1c(=O)c2ccccc2n2c(-c3cccc(NC4Cc5ccccc5O4)c3)nnc12,1.0,suzuki_miyaura,"suzuki_miyaura,buchwald_hartwig,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,OB(O)c1cccc(NC2Cc3ccccc3O2)c1,0,1,1,0,0,1,1
FM001452_analog_0018,NC(=O)c1ccc(OCc2ccccc2)cc1N,1.0,o_alkylation,"amide_coupling,buchwald_hartwig,o_alkylation",BrCc1ccccc1,[H]Oc1ccc(C(N)=O)c(N)c1,1,0,1,0,0,0,1
Z795991852_analog_0061,Cn1c(=O)c2ccccc2n2c(Nc3cccc(NC4Cc5ccccc5O4)c3)nnc12,1.0,buchwald_hartwig,"buchwald_hartwig,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,[H]Nc1cccc(NC2Cc3ccccc3O2)c1,0,0,1,0,0,1,1
FM001580_analog_0100,NC(=O)c1cccc(C(=O)O)c1OC(F)(F)F,1.0,o_alkylation,"amide_coupling,o_alkylation",FC(F)(F)Br,[H]Oc1c(C(N)=O)cccc1C(=O)O,1,0,0,0,0,0,1
FM001580_analog_0047,Nc1ccc(OC(F)(F)F)c(C(=O)O)c1,1.0,o_alkylation,"buchwald_hartwig,o_alkylation",FC(F)(F)Br,[H]Oc1ccc(N)cc1C(=O)O,0,0,1,0,0,0,1
FM001452_analog_0108,Nc1cccc(OCc2ccccc2OCCO)c1,1.0,o_alkylation,"buchwald_hartwig,o_alkylation",OCCOc1ccccc1CBr,[H]Oc1cccc(N)c1,0,0,1,0,0,0,1
FM002150_analog_0055,O=C(O)COCc1cccc(-c2ccoc2)c1,1.0,suzuki_miyaura,"suzuki_miyaura,o_alkylation",O=C(O)COCc1cccc(Br)c1,OB(O)c1ccoc1,0,1,0,0,0,0,1
Z795991852_analog_0037,Cn1c(=O)c2ccccc2n2c(-c3cccc(C(=O)OCC4Cc5ccccc5O4)c3)nnc12,0.85,suzuki_miyaura,"suzuki_miyaura,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,O=C(OCC1Cc2ccccc2O1)c1cccc(B(O)O)c1,0,1,0,0,0,0,1
gen_0064,COc1cc2nc(-c3cccc(N)c3)nc(OCC(=O)O)c2cc1N,0.85,suzuki_miyaura,"suzuki_miyaura,buchwald_hartwig,o_alkylation",COc1cc2nc(Br)nc(OCC(=O)O)c2cc1N,Nc1cccc(B(O)O)c1,0,1,1,0,0,0,1
FM001580_analog_0009,O=C(O)c1cccc(OC(F)(F)F)c1C(=O)O,1.0,o_alkylation,o_alkylation,FC(F)(F)Br,[H]Oc1cccc(C(=O)O)c1C(=O)O,0,0,0,0,0,0,1
Z795991852_analog_0048,Cn1c(=O)c2ccccc2n2c(C(=O)Oc3cccc(NC4Cc5ccccc5O4)c3)nnc12,0.745,buchwald_hartwig,"buchwald_hartwig,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(C(=O)Oc3cccc(Br)c3)nnc12,[H]NC1Cc2ccccc2O1,0,0,1,0,0,1,1
Z795991852_analog_0021,Cn1c(=O)c2ccccc2n2c(C(=O)NC(=O)c3cccc(C4Cc5ccccc5O4)c3)nnc12,1.0,amide_coupling,"amide_coupling,o_alkylation",Cn1c(=O)c2ccccc2n2c(C(=O)O)nnc12,[H]NC(=O)c1cccc(C2Cc3ccccc3O2)c1,1,0,0,0,0,0,1
gen_0048,COc1cc2nc(-c3cccc(N)c3)nc(-n3cnc(S(N)(=O)=O)c3)c2cc1N,0.745,suzuki_miyaura,"suzuki_miyaura,buchwald_hartwig,o_alkylation",COc1cc2nc(Br)nc(-n3cnc(S(N)(=O)=O)c3)c2cc1N,Nc1cccc(B(O)O)c1,0,1,1,0,0,0,1
Z795991852_analog_0032,Cn1c(=O)c2ccccc2n2c(Oc3cccc(C(=O)NC4Cc5ccccc5O4)c3)nnc12,0.745,amide_coupling,"amide_coupling,o_alkylation",Cn1c(=O)c2ccccc2n2c(Oc3cccc(C(=O)O)c3)nnc12,[H]NC1Cc2ccccc2O1,1,0,0,0,0,0,1
Z795991852_analog_0081,Cn1c(=O)c2ccccc2n2c(Oc3cccc(OC4Cc5ccccc5O4)c3)nnc12,0.745,o_alkylation,o_alkylation,BrC1Cc2ccccc2O1,[H]Oc1cccc(Oc2nnc3n(C)c(=O)c4ccccc4n23)c1,0,0,0,0,0,0,1
Z795991852_analog_0017,Cn1c(=O)c2ccccc2n2c(C(=O)OC(=O)C3Cc4ccccc4O3)nnc12,0.5,o_alkylation,o_alkylation,cccccCC(Br)C(=O)OC(=O)c1=n-n=c2-n(C)-c(=O)-c3=c-c=c-c=c-3-n-1-2,[H]Oc1ccccc1C,0,0,0,0,0,0,1
gen_0009,COc1cc2nc(-c3cccc(N)c3)nc(N3C(=O)c4ccc(C)cc4C3=O)c2cc1N,0.745,amide_coupling,"amide_coupling,suzuki_miyaura,buchwald_hartwig,o_alkylation",Cc1ccc(C(=O)O)c(C=O)c1,[H]N(C(=O)c1cccc(C)c1)c1nc(-c2cccc(N)c2)nc2cc(OC)c(N)cc12,1,1,1,0,0,0,1
Z795991852_analog_0044,Cn1c(=O)c2ccccc2n2c(OC(=O)c3cccc(NC4Cc5ccccc5O4)c3)nnc12,0.745,buchwald_hartwig,"buchwald_hartwig,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(OC(=O)c3cccc(Br)c3)nnc12,[H]NC1Cc2ccccc2O1,0,0,1,0,0,1,1
Z795991852_analog_0020,Cn1c(=O)c2ccccc2n2c(-c3cccc(COC(=O)C4Cc5ccccc5O4)c3)nnc12,0.85,suzuki_miyaura,"suzuki_miyaura,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,O=C(OCc1cccc(B(O)O)c1)C1Cc2ccccc2O1,0,1,0,0,0,0,1
Z795991852_analog_0015,Cn1c(=O)c2ccccc2n2c(Nc3cccc(OC(=O)C4Cc5ccccc5O4)c3)nnc12,1.0,buchwald_hartwig,"buchwald_hartwig,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,[H]Nc1cccc(OC(=O)C2Cc3ccccc3O2)c1,0,0,1,0,0,0,1
gen_0024,COc1cc2nc(-c3cccc(N)c3)nc(NCc3ccc(C)nc3)c2cc1N,0.85,n_alkylation,"suzuki_miyaura,buchwald_hartwig,n_alkylation,o_alkylation",Cc1ccc(CBr)cn1,[H]Nc1nc(-c2cccc(N)c2)nc2cc(OC)c(N)cc12,0,1,1,0,0,1,1
Z795991852_analog_0088,Cn1c(=O)c2ccccc2n2c(Oc3cccc(OCC4Cc5ccccc5O4)c3)nnc12,0.745,o_alkylation,o_alkylation,BrCC1Cc2ccccc2O1,[H]Oc1cccc(Oc2nnc3n(C)c(=O)c4ccccc4n23)c1,0,0,0,0,0,0,1
Z795991852_analog_0026,Cn1c(=O)c2ccccc2n2c(C(=O)Nc3cccc(C4Cc5ccccc5O4)c3)nnc12,1.0,amide_coupling,"amide_coupling,o_alkylation",Cn1c(=O)c2ccccc2n2c(C(=O)O)nnc12,[H]Nc1cccc(C2Cc3ccccc3O2)c1,1,0,0,0,0,0,1
